manly had:0.5
little to:0.00963855
clearness had:0.5
робив і:0.333333
were through:0.000909091
with cupboards:0.000488043
that fish:0.000298597
piteous tone:0.25
<s> пете:3.9468e-05
through my:0.025
far i:0.0350877
не робив:0.0017452
нові чобітки:1
you our:0.000418585
saw it:0.016
inspector led:0.0140845
mind or:0.00917431
it hot:0.000331675
відтинати зроду:1
longing eye:0.25
<s> couples:1.9734e-05
wiltshire on:0.0833333
від чого:0.0188679
court </s>:0.212121
сказати красненько:0.0526316
її нема:0.0104167
two poore:0.00266667
<s> county:3.9468e-05
до нас:0.0102564
london gives:0.00444444
on wages:0.00466926
тобто аж:0.333333
hard can:0.0169492
and empty:0.000120048
відтяти голову:0.142857
доводив що:0.666667
fifty five:0.0666667
little chill:0.00240964
присунулися до:1
once tasted:0.00666667
typical of:0.285714
blood that:0.0357143
controlled vanity:0.2
any lesson:0.00172712
tongue ma:0.0454545
for trades:0.000372717
she succumbed:0.000580383
reasonable pace:0.0909091
кат доводив:0.333333
worn grey:0.0833333
advice on:0.0344828
some wine:0.0018622
would just:0.0016835
able single:0.012987
дуже важко:0.0294118
_shnoozes_ they:1
tears </s>:0.535714
йдеться було:0.5
<s> years:0.000236808
meale fower:0.5
without his:0.0042735
fullest freedom:1
and fragments:0.000120048
negotiations </s>:0.5
вмостилась у:1
озвався капелюшник:0.1
things get:0.00934579
no question:0.00522876
he pointed:0.000415628
всі навперебій:0.0140845
та оскільки:0.017094
щось доводив:0.0434783
вона з:0.00352113
others diuers:0.0111111
done </s>:0.235772
щоб вона:0.030303
tried </s>:0.113636
аліси щоб:0.0454545
ваше слово:1
world go:0.0136986
by spinning:0.00175439
feats with:0.5
усі троє:0.0555556
low wheel:0.0192308
much so:0.0096463
rather finish:0.0075188
галасуючи навперебій:1
про щось:0.0147059
їжака </s>:0.5
executed all:0.125
жили вів:0.142857
while when:0.0042735
form into:0.0204082
nobody overhears:0.0666667
<s> goot:3.9468e-05
rent xxixˢ:0.0243902
table clad:0.0144928
жваво про:0.5
стане цілком:0.166667
інші відчуття:0.166667
чого роблять:0.0526316
could write:0.00373134
та королева:0.00854701
the authority:0.000123908
but never:0.00289436
цілий натовп:0.2
вона порожня:0.00352113
the roots:0.000123908
head or:0.00598802
аж слинка:0.0227273
герцогиню в:0.25
_an account:0.142857
usually been:0.03125
де в:0.0416667
цукатику вистачило:1
given him:0.0288462
exploits of:0.5
своїм другом:0.142857
двораки а:1
це видно:0.00680272
не оближе:0.0017452
knot of:0.125
lestrade entered:0.0434783
i take:0.00112139
hebrew words:0.2
such other:0.00534759
that innocent:0.000298597
зі своїм:0.0666667
small finely:0.00854701
трьома маленькими:1
розмову зі:0.25
chanced to:0.666667
подалася докінчувати:0.2
не бачила:0.0104712
plott lyeng:1
збиралася бігти:0.333333
a sad:0.000170271
hurry </s>:0.315789
didn you:0.5
тому ж:0.0714286
blessington must:0.0454545
як його:0.00537634
did so:0.0553846
this the:0.00305111
were purely:0.000909091
surprise then:0.0285714
own </s>:0.0923077
prisoners </s>:0.333333
хапається зубами:1
she faced:0.000580383
the ferryhouse:6.1954e-05
не втік:0.0017452
<s> натомившись:1.9734e-05
в комин:0.00452489
far away:0.0263158
вона завела:0.00352113
fitted than:0.1
той знову:0.047619
detail said:0.0909091
peter salanova:0.0555556
good </s>:0.142349
<s> міцно:1.9734e-05
expensive nature:0.25
всі ворітця:0.0140845
holmes spoke:0.00273973
the cook:0.00092931
tavistock and:0.25
set presser:0.00724638
snout that:0.5
being my:0.00355872
confusion that:0.142857
two guineas:0.00266667
drags at:0.5
way wherever:0.00352113
he lay:0.00166251
<s> т:7.89359e-05
badgers pedlars:0.5
recover nor:0.111111
still discovered:0.00561798
<s> утім:1.9734e-05
лише спитала:0.0909091
за обома:0.00884956
тими ж:1
follow the:0.205882
been closed:0.00269542
disaster than:1
довкола здавалося:0.0909091
вигадали </s>:1
debt </s>:0.2
every pulse:0.0052356
alone could:0.0217391
get out:0.0502793
його зловила:0.0138889
stood and:0.0140845
he blandly:0.000415628
different </s>:0.148936
злетіти на:1
силкується злетіти:1
one topic:0.00111235
тільки бачити:0.0217391
young friend:0.00724638
questions how:0.0294118
pitt 14s:0.333333
життя а:0.125
у велике:0.00598802
mornyng when:0.5
dropped </s>:0.0909091
наказала одному:0.25
particulars </s>:0.666667
фламінго перейшов:0.125
<s> object:3.9468e-05
цебто фламінго:0.5
man had:0.0236407
citys of:1
алісин молоток:0.25
<s> clean:3.9468e-05
wrong about:0.0666667
villain and:0.285714
spoke her:0.0188679
some claim:0.0018622
see her:0.039886
його вщипнути:0.0138889
prize herself:0.166667
dark hollow:0.0204082
the turtles:6.1954e-05
many gifts:0.00425532
her saddle:0.000520291
and hold:0.000840336
крокетувати другого:0.5
lower </s>:0.1875
of undergrown:0.000106758
well well:0.016
of hurlstone:0.000213516
fact than:0.00925926
коли довго:0.0113636
fees or:0.15
небесах </s>:1
них крокетувати:0.0333333
making personal:0.0105263
одним із:0.142857
з рота:0.011811
serpent and:0.1
й чинили:0.0035461
since never:0.0111111
from knowing:0.000931099
were three:0.00545455
to touch:0.000410228
blown against:0.2
were wanting:0.000909091
xi </s>:0.454545
open a:0.0119048
а я:0.0278884
same man:0.00389105
рукавичок </s>:0.4
gitl's compromise:0.0384615
<s> purging:1.9734e-05
your writing:0.00185874
decoration his:1
подив коли:0.333333
нишком обурювалась:0.5
скубся з:1
adam smith:0.133333
вона спитала:0.00352113
not involve:0.000711744
grave young:0.0625
booty and:0.333333
трішечки довше:1
amazed faces:0.5
fond ever:0.1
new street:0.0215827
retains its:1
husband beeinge:0.00571429
то від:0.0336134
the street:0.00179667
fines imposed:0.2
by alys:0.000584795
tidings </s>:1
cat removed:0.0238095
_oi </s>:1
зачекала а:0.5
inimitable _boston:1
a commissionnaire:0.000170271
ebook yekl:0.0512821
до гри:0.0102564
зливаючись із:1
laugh faded:0.0526316
were crucial:0.000909091
spin </s>:0.105263
зібрався цілий:1
<s> glad:1.9734e-05
dinah at:0.0909091
вояків що:0.333333
<s> alone:7.89359e-05
clutching his:0.25
by </s>:0.074269
was hateful:0.000311333
and doctoring:0.000120048
large lantern:0.00909091
рейвах що:1
такий рейвах:0.0833333
plank and:1
садівники були:0.333333
the sayd:0.000123908
really you:0.0266667
щеня тим:0.2
неподобством довкола:1
sea i:0.0384615
women also:0.00295858
<s> meaning:0.000118404
тістечка проте:0.5
all books:0.00102041
remorse and:1
elizabeth lambert:0.0333333
випадало її:0.333333
her place:0.000520291
suggests others:0.2
<s> pause:3.9468e-05
керрол </s>:0.375
curiouser </s>:0.5
dictionary </s>:0.333333
merely because:0.0952381
літ щире:0.5
пахви і:0.5
учила нас:1
measured by:0.25
paris is:0.0769231
don't quite:0.00862069
traditional view:0.2
королевине верещання:0.5
evening with:0.0136986
and _business:0.000120048
which seemed:0.00397878
finding it:0.173913
external social:0.2
rather be:0.0075188
було придушено:0.0131579
supervision of:0.333333
brought home:0.0165289
old miss:0.0049505
times and:0.0169492
she first:0.00116077
least there's:0.0151515
нижчого стану:1
baillie engaged:0.1
речі які:0.125
desired _boston:0.0909091
не лишилося:0.0034904
dames hired:0.5
was concealing:0.000311333
the centre:0.000495632
actually secured:0.04
over the:0.180952
<s> roses:3.9468e-05
_s.p.d cxi:0.015873
resuming his:1
rubbed his:0.5
myself off:0.010101
acquired the:0.1
тоненько вискнув:1
about to:0.0342298
april 26th:0.0714286
fur </s>:0.333333
nurses no:0.0526316
he walked:0.00374065
такого що:0.0833333
cleane avoid:0.25
handle of:0.111111
all wash:0.00102041
until one:0.00917431
i wouldn't:0.000560695
small donations:0.025641
voice my:0.0106383
<s> dish:3.9468e-05
приказка яка:1
мерщій вихопила:0.25
цього всього:0.0357143
box wrapper:0.0196078
писати історію:0.2
them together:0.00807754
<s> propos_:1.9734e-05
поглянути як:1
indicted by:0.25
хотіла вертатися:0.25
there daily:0.00130208
які скажімо:0.125
kavarsky bit:0.0243902
their burdens:0.000981354
<s> line:5.9202e-05
of narrative:0.000106758
severe punishments:0.25
аніскілечки скрикнув:1
й бачили:0.0035461
у травні:0.00598802
states of:0.0416667
скориставшись із:1
і прикусила:0.00194553
ninety was:0.333333
як скажімо:0.00537634
partnesh </s>:1
зголосився король:1
on in:0.0077821
tongue was:0.0454545
зосталася сама:0.5
obviously the:0.133333
crop of:0.4
behead that:1
hang the:0.0909091
game began:0.037037
longer says:0.0294118
далеко </s>:0.125
acid faced:1
his whiskers:0.000443459
business she:0.0052356
and step:0.000120048
не втекла:0.0017452
зробити </s>:0.333333
<s> mills:1.9734e-05
раду </s>:0.5
swallow a:0.5
fascinates the:0.5
your life:0.00371747
роти але:1
carrying the:0.0526316
yet since:0.00537634
more elaborate:0.0019802
серденько звели:1
<s> _withdraws:1.9734e-05
and maternal:0.000120048
distributed proofreading:0.0666667
нам слухати:0.1
had mistaken:0.000584795
became to:0.0140845
<s> paynell:3.9468e-05
pretexts </s>:1
child’s ear:0.2
floor as:0.0666667
of newton:0.000106758
different person:0.0212766
running when:0.037037
idea said:0.0363636
that under:0.00089579
<s> алісу:1.9734e-05
<s> його:3.9468e-05
ready to:0.404762
прикладах навчає:1
pay an:0.0116279
maps and:0.285714
political economy:0.0333333
це читала:0.00680272
never apprentices:0.00373134
десь я:0.1
entirely absorbed:0.0263158
for twelve:0.000372717
truck </s>:1
misery </s>:0.3
виходили просто:0.5
before it's:0.00598802
kidderminster </s>:1
you alone:0.000418585
boy let:0.0147059
указ мовила:1
grooms had:0.5
online distributed:0.142857
namely the:0.230769
is less:0.000512558
король не:0.0327869
не пригадаєш:0.0017452
shaped </s>:0.125
<s> чи:0.000335478
котові й:1
a bottle:0.000510812
fastened her:0.142857
way tried:0.00352113
<s> ой:0.000177606
way off:0.00704225
education endowed:0.0344828
she set:0.0034823
спину </s>:0.5
rode in:1
question it:0.0128205
sheds for:0.5
dollars you:0.0833333
changed several:0.0416667
world have:0.0136986
concealing his:0.25
complacently </s>:0.5
алісину спину:1
boxes </s>:0.333333
his dynner:0.000443459
тунелю </s>:1
like changing:0.00328947
an eye:0.00348837
бровами так:1
sayes it:0.333333
a wry:0.000510812
sepulchre </s>:0.5
watson has:0.00746269
_tzampion_ no:1
<s> critic:1.9734e-05
мати певність:1
would put:0.0016835
би цього:0.04
волів би:0.5
small beer:0.00854701
maids to:0.0909091
rod of:0.333333
врешті набурмосилась:0.2
the tales:6.1954e-05
twelvepence for:1
король показуючи:0.0163934
midday on:0.333333
american metropolis:0.0666667
is strongly:0.000512558
але однаково:0.00970874
then fell:0.00361664
taught him:0.142857
<s> societies:1.9734e-05
кишенькою та:1
не пхав:0.0017452
aristocratic type:0.5
eagerly the:0.0714286
above but:0.0135135
what they're:0.00305344
sr that:1
untied the:1
може поцілувати:0.04
<s> grip:1.9734e-05
game the:0.0740741
message by:0.0769231
подоба заявив:1
only due:0.00241546
bells and:1
now wandering:0.00244499
127рр а:1
коритися від:1
подобається його:0.5
вас познайомлю:0.0526316
consolidated </s>:1
shelter from:0.333333
savage joy:0.111111
зачіпати приватних:1
of rushes:0.000106758
simplified by:1
дозвольте я:1
її сестра:0.0104167
хвилину </s>:0.25
to carry:0.0019144
hospitals but:0.0714286
hotham in:1
schreiner </s>:0.5
had departed:0.00175439
мій друг:0.111111
introduce the:0.166667
one young:0.00111235
і зачудовано:0.00194553
day made:0.00420168
sad tale:0.166667
вищим покинути:1
come when:0.00334448
луску </s>:1
притакнула аліса:0.5
stream of:0.714286
if it:0.0414878
от і:0.1
not practically:0.000711744
soft touch:0.125
це ти:0.00680272
some possible:0.0018622
bundles </s>:0.1
наглянути як:1
house to:0.0207612
immediately after:0.15
shins with:0.5
spread out:0.266667
